Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
YGR156W	PTI1	7	800546	801823	1
YLR066W	SPC3	12	267169	267723	1
YBR125C	PTC4	2	487199	488380	-1
YOR376W		15	1043191	1043559	1
YBR173C	UMP1	2	581726	582172	-1
YCL023C		3	78949	79296	-1
YHR057C	CPR2	8	218226	218843	-1
YAL051W	OAF1	1	48564	51707	1
YOL162W		15	10119	10766	1
YOR077W	RTS2	15	471899	472597	1
YLR234W	TOP3	12	609783	611753	1
YDR198C	RKM2	4	852533	853972	-1
YJR124C		10	652892	654238	-1
YHR107C	CDC12	8	326813	328036	-1
YER112W	LSM4	5	387232	387795	1
YLL066C		12	6120	9836	-1
YCL026C-A	FRM2	3	74704	75285	-1
YLR174W	IDP2	12	504591	505829	1
YCR018C-A		3	151608	151862	-1
YGR108W	CLB1	7	703636	705051	1
YDR346C	SVF1	4	1167214	1168659	-1
YDL232W	OST4	4	38487	38597	1
YDR091C	RLI1	4	626708	628534	-1
YER165C-A		5	512627	512983	-1
YKR092C	SRP40	11	612665	613885	-1
YLR269C		12	680866	681216	-1
YEL069C	HXT13	5	21537	23231	-1
YLR117C	CLF1	12	382471	384534	-1
YLR385C	SWC7	12	892992	893390	-1
YBR250W	SPO23	2	719033	720604	1
YDR143C	SAN1	4	742042	743874	-1
YER185W	PUG1	5	559454	560365	1
YGL007W	BRP1	7	483260	483637	1
YAL031C	GIP4	1	84749	87031	-1
YNR075C-A		14	781511	781603	-1
YOL013C	HRD1	15	301380	303035	-1
YGR139W		7	765726	766064	1
YLR089C	ALT1	12	318237	320015	-1
YKL222C		11	3503	5620	-1
YKL155C	RSM22	11	159456	161342	-1
YGR154C	GTO1	7	796798	797868	-1
YNL277W	MET2	14	117349	118809	1
YOL061W	PRS5	15	212244	213734	1
YDL014W	NOP1	4	427364	428347	1
YFR013W	IOC3	6	169922	172285	1
YCL064C	CHA1	3	15798	16880	-1
YDR493W	MZM1	4	1436217	1436588	1
YLR345W		12	820511	822040	1
YGL022W	STT3	7	452404	454560	1
YLR192C	HCR1	12	538792	539589	-1
YOR265W	RBL2	15	820454	820774	1
YCL019W		3	85102	90415	1
YDR031W	MIC14	4	503498	503863	1
YOR333C		15	944541	944957	-1
YDL190C	UFD2	4	118707	121592	-1
YKR083C	DAD2	11	596421	596822	-1
YBR141C		2	527025	528038	-1
YAL008W	FUN14	1	136914	137510	1
YDR453C	TSA2	4	1365072	1365662	-1
YDR191W	HST4	4	842337	843449	1
YDR490C	PKH1	4	1431968	1434268	-1
YER107W-A		5	374394	374714	1
YLR459W	GAB1	12	1057334	1058518	1
YNL193W		14	274368	276044	1
YHR099W	TRA1	8	302761	313995	1
YLR360W	VPS38	12	846103	847422	1
YKL070W		11	306211	306720	1
YPR170W-B		16	883239	883595	1
YKL145W-A		11	174958	175050	1
YOR142W	LSC1	15	593057	594046	1
YDR304C	CPR5	4	1071880	1072557	-1
YLR430W	SEN1	12	993434	1000129	1
YPL020C	ULP1	16	512313	514178	-1
YHL023C	NPR3	8	59123	62563	-1
YLR165C	PUS5	12	494494	495258	-1
YOR283W		15	847453	848145	1
YMR052C-A		13	380069	380434	-1
YJR054W		10	536056	537549	1
YOR053W		15	427817	428158	1
YER084W-A		5	327598	328110	1
YHL005C		8	98828	99220	-1
YMR255W	GFD1	13	778001	778567	1
YDR029W		4	501100	501414	1
YDR033W	MRH1	4	508147	509109	1
YPL154C	PEP4	16	259714	260931	-1
YNL043C		14	545589	545909	-1
YDR253C	MET32	4	963990	964565	-1
YAL032C	PRP45	1	83335	84474	-1
YNL241C	ZWF1	14	196426	197943	-1
YNL014W	HEF3	14	606319	609453	1
YEL011W	GLC3	5	133120	135234	1
YNL291C	MID1	14	84169	85815	-1
YDL140C	RPO21	4	205360	210561	-1
YLR079W	SIC1	12	286820	287674	1
YMR104C	YPK2	13	473420	475453	-1
YOR348C	PUT4	15	986899	988782	-1
YOR097C		15	506978	507505	-1
Q0143		Mito	51277	51429	1
YOR072W-B		15	464469	464630	1
YHR103W	SBE22	8	320414	322972	1
YOL126C	MDH2	15	81787	82920	-1
YOL107W		15	112102	113130	1
YHR026W	VMA16	8	160844	161485	1
YGL061C	DUO1	7	388968	389711	-1
YGR028W	MSP1	7	542203	543291	1
YMR141W-A		13	550911	551135	1
YJL089W	SIP4	10	265926	268415	1
YKL116C	PRR1	11	221344	222900	-1
YHR134W	WSS1	8	371749	372558	1
YOR022C		15	373710	375857	-1
YBR228W	SLX1	2	675313	676227	1
YNL320W		14	37700	38554	1
YGR123C	PPT1	7	736662	738203	-1
YBR269C	FMP21	2	742160	742576	-1
YMR220W	ERG8	13	712316	713671	1
YLR290C		12	717145	717978	-1
YMR188C	MRPS17	13	636291	637004	-1
YNL258C	DSL1	14	158109	160373	-1
YNL075W	IMP4	14	485607	486479	1
YPR159W	KRE6	16	857583	859745	1
YMR198W	CIK1	13	659745	661529	1
YHR089C	GAR1	8	282681	283298	-1
YBR194W	AIM4	2	610038	610409	1
YBR190W		2	605966	606277	1
YNR018W	AIM38	14	664270	664944	1
YAL044C	GCV3	1	57950	58462	-1
YKL197C	PEX1	11	70734	73865	-1
YKL139W	CTK1	11	182958	184544	1
YGR138C	TPO2	7	763762	765606	-1
YHR129C	ARP1	8	362999	364153	-1
YLR436C	ECM30	12	1007421	1011245	-1
YOR253W	NAT5	15	804377	804907	1
YNL268W	LYP1	14	138550	140385	1
YIL105C	SLM1	9	167581	169641	-1
YDL029W	ARP2	4	399340	400638	1
YDR403W	DIT1	4	1274602	1276212	1
YOR132W	VPS17	15	573175	574830	1
YPR160C-A		16	862577	862861	-1
YCL026C-B	HBN1	3	73405	73986	-1
YPR092W		16	718379	718684	1
YDR525W-A	SNA2	4	1490596	1490835	1
YPL255W	BBP1	16	67725	68882	1
YEL012W	UBC8	5	131772	132551	1
YOR192C	THI72	15	698768	700567	-1
YGL229C	SAP4	7	64503	66959	-1
YER065C	ICL1	5	285241	286914	-1
YPR194C	OPT2	16	924304	926937	-1
YOL005C	RPB11	15	315813	316175	-1
YML052W	SUR7	13	170402	171310	1
YML064C	TEM1	13	145139	145876	-1
YHL019C	APM2	8	67731	69548	-1
YBR167C	POP7	2	571468	571890	-1
YHL046C	PAU13	8	11923	12285	-1
YPR176C	BET2	16	891101	892078	-1
YFL016C	MDJ1	6	104701	106236	-1
YLR383W	SMC6	12	885288	888632	1
YJL062W	LAS21	10	317284	319776	1
YDR140W	MTQ2	4	734138	734803	1
YNL252C	MRPL17	14	171441	172286	-1
YLR048W	RPS0B	12	242232	243349	1
YGR282C	BGL2	7	1057783	1058724	-1
YEL033W	MTC7	5	86179	86598	1
YMR196W		13	655076	658342	1
YOR205C	GEP3	15	725564	727234	-1
YLR299W	ECM38	12	726069	728051	1
YER056C	FCY2	5	266512	268113	-1
YBR188C	NTC20	2	603685	604107	-1
YHR178W	STB5	8	459299	461530	1
YOR195W	SLK19	15	712866	715331	1
YER114C	BOI2	5	390590	393712	-1
YOR192C-C		15	703988	704224	-1
YJL191W	RPS14B	10	73787	74611	1
YGL258W	VEL1	7	11110	11730	1
YIL002C	INP51	9	350591	353431	-1
YDR518W	EUG1	4	1478608	1480161	1
YKR021W	ALY1	11	479234	481981	1
YLR328W	NMA1	12	784913	786118	1
YKL173W	SNU114	11	122517	125543	1
YBL003C	HTA2	2	235394	235792	-1
YNR013C	PHO91	14	649028	651712	-1
YJR077C	MIR1	10	577255	578190	-1
YDR376W	ARH1	4	1226822	1228303	1
YJL120W		10	191022	191345	1
YPR078C		16	697147	698265	-1
YGL058W	RAD6	7	393986	394504	1
YFL005W	SEC4	6	130334	130981	1
YMR284W	YKU70	13	838187	839995	1
YML061C	PIF1	13	148953	151532	-1
YJL139C	YUR1	10	151713	152999	-1
Q0045	COX1	Mito	13818	26701	1
YDL129W		4	231024	231899	1
YLR449W	FPR4	12	1030834	1032012	1
YAL037C-B		1	72326	73300	-1
YLR021W	IRC25	12	183623	184162	1
YDL007W	RPT2	4	438047	439360	1
YOR145C	PNO1	15	605347	606171	-1
YMR317W		13	907364	910786	1
YKR069W	MET1	11	571612	573393	1
YOR287C	RRP36	15	850937	851839	-1
YIL122W	POG1	9	130610	131665	1
YHR071C-A		8	238910	239230	-1
YPL218W	SAR1	16	138698	139409	1
YGR296C-B		7	1089746	1090228	-1
YPR037C	ERV2	16	646448	647038	-1
YLR080W	EMP46	12	287916	289250	1
YJR149W		10	707160	708374	1
YJL145W	SFH5	10	145160	146044	1
YKL036C		11	369528	369920	-1
YPR198W	SGE1	16	934034	935665	1
YNR052C	POP2	14	719346	720647	-1
YHR098C	SFB3	8	299145	301934	-1
YOR244W	ESA1	15	792531	793868	1
YMR314W	PRE5	13	901709	902413	1
YLR173W		12	502421	504247	1
YHR190W	ERG9	8	484845	486179	1
YPL097W	MSY1	16	364952	366430	1
YNL115C		14	410119	412053	-1
YLR103C	CDC45	12	343989	345941	-1
YBR112C	CYC8	2	462870	465770	-1
YNL247W		14	182875	185178	1
YLR123C		12	391078	391407	-1
YOR345C		15	981812	982162	-1
YNR065C		14	750350	753700	-1
YER014C-A	BUD25	5	183731	184700	-1
YKL132C	RMA1	11	193574	194866	-1
YPL222W	FMP40	16	130162	132228	1
YKL012W	PRP40	11	418310	420061	1
YLR395C	COX8	12	909729	909965	-1
YHR141C	RPL42B	8	381990	382751	-1
YAL041W	CDC24	1	62840	65404	1
YBL052C	SAS3	2	119379	121874	-1
YCL045C	EMC1	3	44623	46905	-1
YNL011C		14	611836	613170	-1
YDL135C	RDI1	4	218680	219288	-1
YMR237W	BCH1	13	743749	745923	1
Q0032		Mito	11667	11957	1
YOR020W-A		15	371685	371957	1
YOR054C	VHS3	15	427833	429857	-1
YMR158C-A		13	573194	573331	-1
Q0070	AI5_ALPHA	Mito	13818	23167	1
YGR214W	RPS0A	7	920575	921788	1
YIR021W-A		9	398514	398726	1
YGR046W	TAM41	7	584895	586052	1
YGR224W	AZR1	7	942806	944647	1
YMR130W		13	532119	533027	1
YLR455W		12	1053629	1054543	1
YDR308C	SRB7	4	1078027	1078449	-1
YJL153C	INO1	10	134332	135933	-1
YGL259W	YPS5	7	8470	8967	1
YKR036C	CAF4	11	508702	510633	-1
YIR030W-A		9	412899	413282	1
YDR320C	SWA2	4	1106095	1108101	-1
YIL047C-A		9	265099	265467	-1
YBR035C	PDX3	2	306269	306955	-1
YCR002C	CDC10	3	117380	118348	-1
YOR192C-A		15	708416	709732	-1
YDR244W	PEX5	4	950563	952401	1
YAL016W	TPD3	1	124879	126786	1
YER097W		5	355140	355469	1
Q0275	COX3	Mito	79213	80022	1
YPR093C	ASR1	16	719558	720424	-1
YMR239C	RNT1	13	748262	749677	-1
YLR163C	MAS1	12	491866	493254	-1
YDL072C	YET3	4	329836	330447	-1
YPL190C	NAB3	16	185317	187725	-1
YHR199C-A	NBL1	8	498571	498859	-1
YER059W	PCL6	5	272624	273886	1
YBR207W	FTH1	2	635146	636543	1
YIL049W	DFG10	9	260158	260919	1
YBR069C	TAT1	2	376574	378433	-1
YML073C	RPL6A	13	123227	124172	-1
YLR084C	RAX2	12	296589	300251	-1
YGL215W	CLG1	7	87981	89339	1
YPR066W	UBA3	16	681213	682112	1
YOR135C	IRC14	15	580159	580500	-1
YNL202W	SPS19	14	259578	260456	1
YOR161C-C		15	639121	639267	-1
YPL143W	RPL33A	16	282122	282970	1
YLR099C	ICT1	12	339744	340928	-1
YDR092W	UBC13	4	629876	630605	1
YOR080W	DIA2	15	474594	476792	1
YNL277W-A		14	116679	116867	1
YCL073C	GEX1	3	6479	8326	-1
YNL133C	FYV6	14	374171	374692	-1
YJL053W	PEP8	10	335898	337037	1
YJL167W	ERG20	10	105014	106072	1
YIL097W	FYV10	9	180427	181977	1
YOR198C	BFR1	15	718653	720065	-1
YNR025C		14	672702	673061	-1
YLR014C	PPR1	12	172268	174982	-1
YLL065W		12	11726	12076	1
YNL101W	AVT4	14	434999	437140	1
YGL241W	KAP114	7	45445	48459	1
YML055W	SPC2	13	164790	165326	1
YHR143W-A	RPC10	8	387233	387445	1
YLL050C	COF1	12	39804	40414	-1
YFL052W		6	28232	29629	1
YML035C	AMD1	13	206428	208860	-1
YGR133W	PEX4	7	756896	757447	1
YDR357C	CNL1	4	1189199	1189567	-1
YDR023W	SES1	4	489508	490896	1
YDR006C	SOK1	4	458542	461247	-1
YPL280W	HSP32	16	11887	12600	1
YNL256W	FOL1	14	164623	167097	1
YML100W	TSL1	13	70624	73920	1
YHR197W	R91	8	493896	496187	1
YER098W	UBP9	5	355466	357730	1
YDR401W		4	1272223	1272786	1
YNL325C	FIG4	14	28739	31378	-1
YDL244W	THI13	4	16204	17226	1
YGL204C		7	111700	112005	-1
YBR128C	ATG14	2	493081	494115	-1
YGL168W	HUR1	7	187464	187796	1
YFR010W-A		6	166728	166916	1
YPL258C	THI21	16	53498	55153	-1
YDR540C	IRC4	4	1517136	1517675	-1
YNL216W	RAP1	14	241689	244172	1
YIL036W	CST6	9	285666	287429	1
YDL082W	RPL13A	4	308424	309388	1
YJL215C		10	26412	26771	-1
YOR282W		15	847000	847320	1
YPL096C-A	ERI1	16	366529	366735	-1
YLR307W	CDA1	12	745620	746525	1
YML119W		13	30611	31684	1
YPL273W	SAM4	16	25087	26064	1
YCL066W	HMLALPHA1	3	13282	13809	1
YPL201C	YIG1	16	169770	171155	-1
YLR046C		12	238001	238813	-1
YDR316W-A		4	1096064	1097386	1
YHR003C		8	110028	111317	-1
YFL019C		6	100252	100605	-1
YKR085C	MRPL20	11	599094	599681	-1
YPL025C		16	502473	503030	-1
YPR041W	TIF5	16	648704	649921	1
YJL050W	MTR4	10	342522	345743	1
YHR171W	ATG7	8	445713	447605	1
YLR154C-G		12	462522	462671	-1
YLR051C	FCF2	12	246324	246977	-1
YER116C	SLX8	5	395348	396172	-1
YOR136W	IDH2	15	580250	581359	1
YOL086W-A		15	159173	159445	1
YBL113C		2	280	2658	-1
YOR202W	HIS3	15	721946	722608	1
YPR016W-A		16	593096	593356	1
YHR219C-A		8	561199	561681	-1
YLR364W	GRX8	12	854062	854391	1
YNL054W	VAC7	14	526086	529583	1
YGR137W		7	762888	763262	1
YBR153W	RIB7	2	547460	548194	1
YGR142W	BTN2	7	772454	773686	1
YOL023W	IFM1	15	278056	280086	1
YKL186C	MTR2	11	92744	93298	-1
YOL165C	AAD15	15	1647	2078	-1
YDR221W	GTB1	4	907330	909438	1
YGR264C	MES1	7	1019598	1021853	-1
YDL184C	RPL41A	4	130407	130484	-1
YDR206W	EBS1	4	862054	864708	1
YKL198C	PTK1	11	68232	70220	-1
YLR112W		12	370791	371210	1
YBL037W	APL3	2	147209	150286	1
YDR504C	SPG3	4	1456311	1456694	-1
YBL083C		2	69713	70138	-1
YJR152W	DAL5	10	719666	721297	1
YPR042C	PUF2	16	650435	653662	-1
YBR191W-A		2	607149	607223	1
YBR085W	AAC3	2	415983	416906	1
YDR215C		4	894089	894502	-1
YKL076C	PSY1	11	292838	293221	-1
YER068C-A		5	295301	295732	-1
YKL106W	AAT1	11	237536	238891	1
YBR281C	DUG2	2	764970	767606	-1
YDL153C	SAS10	4	181186	183018	-1
YBL078C	ATG8	2	80378	80731	-1
YDL150W	RPC53	4	183343	184611	1
YLL001W	DNM1	12	147890	150163	1
YOL136C	PFK27	15	67561	68754	-1
YER036C	ARB1	5	223367	225199	-1
YGL052W		7	403437	403742	1
YDR398W	UTP5	4	1267471	1269402	1
YNL168C	FMP41	14	318030	318809	-1
YGR038W	ORM1	7	560682	561350	1
YIL077C		9	214991	215953	-1
YDR053W		4	560249	560644	1
YKR031C	SPO14	11	501344	506395	-1
YMR153W	NUP53	13	564435	565862	1
YPL266W	DIM1	16	39121	40077	1
YPL279C		16	13228	14355	-1
YPL264C		16	43283	44344	-1
YHR132C	ECM14	8	368502	369794	-1
YER115C	SPR6	5	394292	394867	-1
YLR336C	SGD1	12	799697	802396	-1
YDR101C	ARX1	4	655686	657467	-1
YDR441C	APT2	4	1344517	1345062	-1
YMR121C	RPL15B	13	509734	510348	-1
YHL014C	YLF2	8	76097	77314	-1
YIL054W		9	254543	254860	1
YMR312W	ELP6	13	898405	899226	1
YMR164C	MSS11	13	587274	589550	-1
YOR382W	FIT2	15	1059531	1059992	1
YLR141W	RRN5	12	423683	424774	1
YOR214C		15	745593	746303	-1
YJL030W	MAD2	10	387657	388247	1
YDR410C	STE14	4	1292372	1293091	-1
YDR498C	SEC20	4	1445843	1446994	-1
YJR096W		10	611195	612043	1
YOR335C	ALA1	15	946233	949109	-1
YGL059W	PKP2	7	392223	393698	1
YNL017C		14	602138	602476	-1
YMR051C		13	377003	378325	-1
YNL087W	TCB2	14	462411	465947	1
YHR015W	MIP6	8	134554	136533	1
YJL177W	RPL17B	10	90786	91657	1
YDR502C	SAM2	4	1453310	1454464	-1
YGL037C	PNC1	7	427297	427947	-1
YDR359C	EAF1	4	1191936	1194884	-1
YLR073C	RFU1	12	281019	281621	-1
YLR227W-B		12	593438	598706	1
YAR018C	KIN3	1	170396	171703	-1
YJR076C	CDC11	10	575354	576601	-1
YCR105W	ADH7	3	309070	310155	1
YJR057W	CDC8	10	544062	544712	1
YOR112W	CEX1	15	531508	533793	1
YKL045W	PRI2	11	353493	355079	1
YBR121C-A		2	482326	482484	-1
YBR258C	SHG1	2	729734	730162	-1
YHR162W		8	423072	423461	1
YPR074C	TKL1	16	692796	694838	-1
YFR020W		6	192737	193435	1
YLR262C-A	TMA7	12	669468	669662	-1
YML013W	UBX2	13	244149	245903	1
YGR014W	MSB2	7	516943	520863	1
YGR217W	CCH1	7	924696	930815	1
YPL003W	ULA1	16	552020	553408	1
YLR017W	MEU1	12	177608	178621	1
YML089C		13	91041	91409	-1
YLR297W		12	724044	724433	1
YNL165W		14	323832	325052	1
YDL169C	UGX2	4	158064	158735	-1
YMR319C	FET4	13	912880	914538	-1
YMR119W-A		13	506996	507370	1
YEL014C		5	128303	128608	-1
YDL127W	PCL2	4	234927	235853	1
YDL136W	RPL35B	4	217600	218367	1
YOR152C		15	617518	618288	-1
YDL216C	RRI1	4	68997	70319	-1
YBR068C	BAP2	2	373861	375690	-1
YFR028C	CDC14	6	208413	210068	-1
YHR126C	ANS1	8	359702	360181	-1
YHR008C	SOD2	8	122889	123590	-1
YDR261C-C		4	991027	992349	-1
YOL001W	PHO80	15	325249	326130	1
YML111W	BUL2	13	46942	49704	1
YMR016C	SOK2	13	303236	305593	-1
YKL023W		11	393721	394554	1
YBL017C	PEP1	2	186844	191583	-1
YBR133C	HSL7	2	501804	504287	-1
YGR229C	SMI1	7	949382	950899	-1
YDR015C		4	477960	478199	-1
YOR092W	ECM3	15	495127	496968	1
YJL127C	SPT10	10	182298	184220	-1
YER138W-A		5	449474	449578	1
YNR010W	CSE2	14	643744	644193	1
YDR047W	HEM12	4	551860	552948	1
YJR119C	JHD2	10	644304	646490	-1
YPL001W	HAT1	16	554605	555729	1
YER078W-A		5	318646	318810	1
YMR247W-A		13	769283	769426	1
YOR381W	FRE3	15	1055545	1057680	1
YBR159W	IFA38	2	558685	559728	1
YDR249C		4	958681	959802	-1
YGR158C	MTR3	7	805269	806021	-1
YOR350C	MNE1	15	992864	994855	-1
YOR210W	RPB10	15	738320	738532	1
YNL105W	RRT16	14	424155	424583	1
YKL174C	TPO5	11	120380	122236	-1
YLR058C	SHM2	12	257992	259401	-1
YLR403W	SFP1	12	925568	927619	1
YLR028C	ADE16	12	199540	201315	-1
YLR286C	CTS1	12	708448	710136	-1
YDL044C	MTF2	4	373967	375289	-1
YBR274W	CHK1	2	749594	751177	1
YEL032C-A		5	87040	87201	-1
YER081W	SER3	5	322686	324095	1
YMR179W	SPT21	13	619858	622134	1
YNL305C	B111	14	58898	59791	-1
YDR148C	KGD2	4	753675	755066	-1
YCR081C-A		3	258415	258651	-1
YER067C-A		5	292240	292563	-1
YJL059W	YHC3	10	324964	326190	1
YEL044W	IES6	5	69757	70257	1
YIL130W	ASG1	9	102782	105676	1
YFR052C-A		6	253429	253734	-1
YGL108C		7	303649	304071	-1
YBL066C	SEF1	2	96669	100115	-1
YBL051C	PIN4	2	122753	124759	-1
YGL023C	PIB2	7	450197	452104	-1
YOR351C	MEK1	15	995018	996511	-1
YFR035C		6	226121	226465	-1
YDR042C		4	540601	541203	-1
YJR068W	RFC2	10	567643	568704	1
YDL168W	SFA1	4	159604	160764	1
YBR020W	GAL1	2	279021	280607	1
YDL049C	KNH1	4	365068	365874	-1
YAL019W	FUN30	1	114919	118314	1
YDR484W	VPS52	4	1422763	1424688	1
YEL037C	RAD23	5	81407	82603	-1
YDL114W		4	255604	256530	1
YCL027W	FUS1	3	71803	73341	1
YBR273C	UBX7	2	748061	749371	-1
YHR139C-A		8	380108	380419	-1
YIL062C	ARC15	9	243998	244462	-1
YML091C	RPM2	13	87123	90731	-1
YCL021W-A		3	83620	83997	1
YAL017W	PSK1	1	120225	124295	1
YOR372C	NDD1	15	1034807	1036471	-1
YGL098W	USE1	7	317342	318079	1
YDL209C	CWC2	4	86207	87226	-1
YMR199W	CLN1	13	662644	664284	1
YNL329C	PEX6	14	19541	22633	-1
YJL022W		10	398109	398417	1
YCR093W	CDC39	3	280117	286443	1
YMR300C	ADE4	13	865559	867091	-1
YLR159C-A		12	485711	485842	-1
YCR039C	MATALPHA2	3	199546	200178	-1
YBL053W		2	119335	119709	1
YLR008C	PAM18	12	165577	166083	-1
YIL107C	PFK26	9	163278	165761	-1
YIL057C	RGI2	9	247902	248396	-1
YGL136C	MRM2	7	252897	253859	-1
YBL107W-A		2	9268	9372	1
YHR024C	MAS2	8	157744	159192	-1
YLR120C	YPS1	12	386511	388220	-1
YGR211W	ZPR1	7	915241	916701	1
YPR089W		16	713275	715941	1
YML007W	YAP1	13	253848	255800	1
YEL030C-A		5	94583	94897	-1
YPL039W		16	479225	480175	1
YGL041C-B		7	418704	418886	-1
YHR120W	MSH1	8	349574	352453	1
YLR237W	THI7	12	612367	614163	1
YCL076W		3	1392	2135	1
YBL007C	SLA1	2	212632	216366	-1
YFL034C-A	RPL22B	6	64243	64932	-1
YMR194W	RPL36A	13	651145	651910	1
YGR068C	ART5	7	625324	627084	-1
YNR064C		14	749136	750008	-1
YBR301W	PAU24	2	809057	809419	1
YPL075W	GCR1	16	412254	415362	1
YPL017C	IRC15	16	518734	520233	-1
YGR163W	GTR2	7	827552	828577	1
YML004C	GLO1	13	261705	262685	-1
YNL097W-A		14	441431	441586	1
YDR108W	TRS85	4	671269	673365	1
YMR202W	ERG2	13	667537	668205	1
YGR292W	MAL12	7	1076599	1078353	1
YOR140W	SFL1	15	586981	589281	1
YHR172W	SPC97	8	448335	450806	1
YBR266C	SLM6	2	739936	740388	-1
YKL102C		11	248062	248367	-1
YDR034C-D		4	514043	519356	-1
YEL029C	BUD16	5	96858	97796	-1
YNL267W	PIK1	14	140878	144078	1
YDR058C	TGL2	4	567723	568703	-1
YLR250W	SSP120	12	640317	641021	1
YHR053C	CUP1-1	8	212535	212720	-1
YGR245C	SDA1	7	979765	982068	-1
YKR066C	CCP1	11	566113	567198	-1
YNL040W		14	553380	554750	1
YGL161C	YIP5	7	199210	200142	-1
YIL003W	CFD1	9	349122	350003	1
YMR105W-A		13	478064	478258	1
YPR144C	NOC4	16	819765	821423	-1
YHR214W-A		8	543008	543493	1
YOR359W	VTS1	15	1011189	1012760	1
YFL055W	AGP3	6	17004	18680	1
YDR524W-C		4	1489403	1489492	1
YGR070W	ROM1	7	627806	631273	1
YGR181W	TIM13	7	858287	858604	1
YIL086C		9	200153	200461	-1
YPL029W	SUV3	16	495506	497719	1
YGL102C		7	311505	311933	-1
YER007C-A	TMA20	5	166237	166885	-1
YLR116W	MSL5	12	380822	382252	1
YAL047W-A		1	54584	54913	1
YDR197W	CBS2	4	851228	852397	1
YJR144W	MGM101	10	700882	701691	1
YPL224C	MMT2	16	126634	128088	-1
YPL172C	COX10	16	224353	225741	-1
YMR083W	ADH3	13	434788	435915	1
YGR086C	PIL1	7	649598	650617	-1
YMR156C	TPP1	13	570300	571016	-1
YHR205W	SCH9	8	509363	511837	1
YOL013W-A		15	301047	301238	1
YGR281W	YOR1	7	1052824	1057257	1
YCR048W	ARE1	3	211929	213761	1
YKL182W	FAS1	11	100671	106826	1
YDL065C	PEX19	4	336249	337277	-1
YPR201W	ARR3	16	939922	941136	1
YLR154W-E		12	455433	455636	1
YMR126C	DLT1	13	520761	521789	-1
YDR175C	RSM24	4	813193	814152	-1
YEL059W	HHY1	5	42652	42960	1
YDR428C	BNA7	4	1323454	1324239	-1
YJL195C		10	69241	69942	-1
YER032W	FIR1	5	215063	217693	1
YMR194C-A		13	652912	653136	-1
YOR182C	RPS30B	15	678191	678793	-1
YGR194C	XKS1	7	886073	887875	-1
YHR056W-A		8	217406	217840	1
YGR078C	PAC10	7	639772	640371	-1
YHR163W	SOL3	8	423724	424473	1
YMR265C		13	796540	797925	-1
YIL162W	SUC2	9	37385	38983	1
YOR222W	ODC2	15	758330	759253	1
YBL103C	RTG3	2	22076	23536	-1
YLR358C		12	843487	844050	-1
YIL052C	RPL34B	9	256226	257063	-1
YKL108W	SLD2	11	234426	235787	1
YML040W		13	196628	197950	1
YMR059W	SEN15	13	391099	391485	1
YDR302W	GPI11	4	1067731	1068390	1
YOL017W	ESC8	15	292529	294673	1
YLR382C	NAM2	12	882067	884751	-1
YBR242W		2	704670	705386	1
YBL021C	HAP3	2	181660	182094	-1
YNL246W	VPS75	14	185460	186349	1
YER012W	PRE1	5	177835	178431	1
YOL030W	GAS5	15	268187	269641	1
YLR301W	HRI1	12	730825	731559	1
YDR082W	STN1	4	610441	611925	1
YKL068W-A		11	309206	309442	1
YDL221W		4	62011	62562	1
YPR139C	VPS66	16	813156	814058	-1
YGL141W	HUL5	7	238353	241085	1
YOR231C-A		15	773163	773363	-1
YOR343W-B		15	970578	975891	1
YDR458C	HEH2	4	1380055	1382046	-1
YPL202C	AFT2	16	168088	169338	-1
YJR072C	NPA3	10	570967	572124	-1
YLR114C	AVL9	12	374944	377238	-1
YOL068C	HST1	15	200368	201879	-1
YPR071W		16	688172	688807	1
YDR267C	CIA1	4	1002510	1003502	-1
YJL019W	MPS3	10	402897	404945	1
YLR248W	RCK2	12	634252	636084	1
YIL020C	HIS6	9	314035	314820	-1
YNL063W	MTQ1	14	507758	508702	1
YOR073W-A		15	467390	467623	1
YOR391C	HSP33	15	1078545	1079258	-1
YFR044C	DUG1	6	239992	241437	-1
YFL023W	BUD27	6	90986	93376	1
YIL129C	TAO3	9	106107	113237	-1
YFL032W		6	74872	75192	1
YBR150C	TBS1	2	541209	544493	-1
YDR245W	MNN10	4	952800	953981	1
YGL176C		7	171415	173079	-1
YDR149C		4	755555	756262	-1
YDR212W	TCP1	4	887232	888911	1
YMR185W		13	629025	631970	1
YOR103C	OST2	15	516449	516841	-1
YJL091C	GWT1	10	261080	262552	-1
YDR065W	RRG1	4	580687	581784	1
YKL126W	YPK1	11	205707	207749	1
YOR254C	SEC63	15	805032	807023	-1
YHR174W	ENO2	8	451327	452640	1
YLR441C	RPS1A	12	1018141	1018908	-1
YDR182W-A		4	829151	829354	1
YFR012W	DC6	6	167888	168496	1
YBR204C	LDH1	2	632254	633381	-1
YLR283W		12	705186	706130	1
YGL174W	BUD13	7	174545	175345	1
YGR145W	ENP2	7	781767	783890	1
YDR061W		4	574164	575783	1
YGR199W	PMT6	7	897502	899781	1
YBL005W	PDR3	2	217470	220400	1
YLR466C-B		12	1071594	1071710	-1
YNL018C		14	599936	601774	-1
YIL108W		9	160887	162977	1
YDR404C	RPB7	4	1276654	1277169	-1
YML122C		13	26038	26418	-1
YBR131W	CCZ1	2	497163	499277	1
